0.016304801,0.014560705,0.015678398,0.019713273,0.020211723,0.021225963,0.022703435,0.024268604,0.022087665,0.018889815,0.014499266,0.014209103,0.014712043,0.015952973,0.016255558,0.018474954,0.017900369,0.016134967,0.014113968,0.016421307,0.018246104,0.017407835,0.017298581,0.016454309,0.016670449,0.016507758,0.017444299,0.016918543,0.014805335,0.013189438,0.012496324,0.012848759,0.014471014,0.014004569,0.014255236,0.014674122,0.015767966,0.015665721,0.014956508,0.015284369,0.016231795,0.017501096,0.018049664,0.020000756,0.021377687,0.022258095,0.023443467,0.024518926,0.021369698,0.016286752,0.011120517,0.008984909,0.007541112,0.008015071,0.008344577,0.00817492,0.007232019,0.006284381,0.006023581,0.005861658,0.007037169,0.00817925,0.007256403,0.004898884,0.004729685,0.006649833,0.006776154,0.006780571,0.005507165,0.005518541,0.006714835,0.008008531,0.00879543,0.007370008,0.007084958,0.006549755,0.006278119,0.006116915,0.005469345,0.005233084,0.004648553,0.004290963,0.00446211,0.004836527,0.005010556,0.005178825,0.004784098,0.004362204,0.004837209,0.004553982,0.005197996,0.004842648,0.005642113,0.006362933,0.005380353,0.004783466,0.004308947,0.004195187,0.004928129,0.006269374,0.007401459,0.007656441,0.005859312,0.004924927,0.005168861,0.004817796,0.004354163,0.004273239,0.004820571,0.004281812,0.00359268,0.003221873,0.004325724,0.005117963,0.005333192,0.006534418,0.006935936,0.006700729,0.00791443,0.007256557,0.007293173,0.007702452,0.009009358,0.011114824,0.007470926,0.005784982,0.003779241,0.003676795,0.004595057,0.009673667,0.008069537,0.015456824,0.017980042,0.008605142,0.004812871,0.008128681,0.01094296,0.011405433,0.006862292,0.004614812,0.001660746,0.001321307,0.001268068,0.001549448,0.004104022,0.011106049,0.015188973,NaN,NaN,NaN,NaN
0.014655032,0.013677205,0.011983144,0.011227688,0.012393922,0.013634454,0.012378686,0.013092513,0.012863282,0.0141223,0.014821974,0.013897074,0.012984754,0.013495415,0.013927106,0.014038925,0.014025446,0.013873962,0.014826019,0.014966913,0.014536994,0.014238124,0.015732921,0.015363794,0.014637974,0.014498791,0.014099368,0.013445923,0.013587978,0.01415881,0.015214998,0.014680783,0.014699832,0.014651564,0.015483041,0.017161653,0.018638688,0.017711497,0.016262835,0.015804849,0.016258688,0.016731701,0.017039116,0.018687386,0.019488237,0.020313575,0.022482039,0.023498397,0.024078259,0.020012265,0.015413984,0.010798598,0.008380057,0.00642616,0.005054343,0.004171829,0.003612726,0.003430665,0.003230646,0.003175551,0.003018027,0.002808371,0.00249997,0.002302989,0.002225857,0.002183814,0.002146203,0.002045773,0.001987591,0.00201862,0.002066403,0.002064476,0.00220977,0.002154665,0.0019947,0.002036456,0.002116798,0.00250183,0.002757656,0.0025796,0.002307646,0.002241119,0.002262897,0.002327011,0.002240344,0.00216239,0.002411579,0.002759307,0.002874819,0.002677776,0.002456876,0.002393281,0.002582582,0.002533262,0.002398623,0.002322327,0.002635773,0.002660404,0.002647626,0.00247073,0.002344758,0.002862684,0.002997799,0.002897174,0.002774633,0.002664402,0.002601855,0.003079336,0.003180602,0.003388536,0.003329322,0.003352815,0.003359142,0.002992392,0.002526678,0.002596026,0.002673218,0.003181031,0.003572158,0.003849385,0.003652734,0.003668759,0.003603705,0.003505544,0.003407591,0.003476905,0.00378684,0.003702618,0.003330583,0.002825698,0.002842425,0.003395294,0.003427347,0.003315461,0.003082762,0.00292502,0.003127005,0.003784981,0.004082055,0.004238528,0.003540935,0.003417517,0.003410562,0.003157049,0.0030503,0.003330682,0.003902175,0.004607675,0.0043595,0.003720738,0.004166117
0.014914129,0.015217593,0.016712248,0.016007795,0.015632538,0.016511009,0.015415505,0.016366993,0.016430627,0.018419749,0.017230805,0.016283857,0.016121161,0.016898692,0.017196464,0.015953809,0.015481712,0.016535193,0.018055121,0.01901656,0.020002321,0.020613699,0.021224551,0.019525054,0.019791652,0.019950774,0.020415814,0.019047271,0.018758137,0.018512242,0.019236307,0.019341939,0.021003991,0.020936985,0.01967372,0.018657877,0.019219834,0.019497593,0.019092846,0.018791491,0.020084788,0.021313586,0.021389787,0.021582801,0.022309503,0.023625893,0.024630909,0.025427588,0.02506916,0.020992838,0.000813486,0.010527035,0.007782561,0.006408837,0.005664107,0.005074733,0.00455144,0.004018027,0.003787855,0.003712604,0.003716088,0.004112568,0.003962047,0.00333592,0.002748686,0.002894623,0.003167269,0.003047021,0.002633827,0.002170715,0.002162271,0.002444229,0.002494421,0.002368464,0.002023037,0.002072881,0.002104163,0.002394033,0.002779745,0.003230331,0.003439702,0.003174166,0.003189824,0.002796005,0.002813972,0.00276396,0.003146215,0.003287193,0.003302845,0.004304312,0.00414511,0.004271446,0.003476387,0.003157807,0.002856504,0.003307557,0.003862316,0.004549481,0.004423209,0.004422359,0.004364068,0.004480006,0.004884216,0.004638392,0.004797613,0.005026847,0.005609871,0.006079236,0.005866039,0.005513266,0.005046102,0.005497038,0.006776167,0.006707757,0.006095957,0.005999528,0.005700437,0.005231003,0.005656897,0.005847176,0.004211437,0.00365917,0.00597841,0.006314482,0.00794861,0.004852914,0.004568899,0.004227581,0.00469644,0.005268966,0.00505254,0.005280019,0.00720129,0.009952015,0.010382089,0.009435978,0.007696606,0.007611521,0.006294251,0.006368858,0.008348205,0.006831813,0.007971519,0.006734132,0.00514199,0.005872672,0.006107822,0.005246034,0.003765323,0.004419662,0.005634054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
