-0.2431793,0.1389008,0.9599762
-0.2066498,0.1098328,0.972229
-0.2468719,0.1355438,0.9595184
-0.24823,0.118454,0.9614258
-0.2585907,0.1222839,0.9582062
-0.2530518,0.1092072,0.9612579
-0.2434692,0.1022797,0.9644928
-0.2325745,0.1031036,0.9670868
-0.2151947,0.08888245,0.9725037
-0.2256622,0.08813477,0.9701996
-0.2288513,0.08106995,0.9700775
-0.2385101,0.07949829,0.967865
-0.2409058,0.06088257,0.9686279
-0.2269592,0.04664612,0.9727783
-0.2127228,0.03355408,0.976532
-0.2030029,0.0249176,0.9788513
-0.2060699,0.003128052,0.9785309
-0.208847,0.003952026,0.9779358
-0.2130737,-0.001983643,0.9770203
-0.2034912,-0.01045227,0.9790192
-0.1931458,-0.02119446,0.9809265
-0.1931458,-0.02119446,0.9809265
-0.160202,-0.01786804,0.986908
-0.1545563,-0.01383972,0.9878845
-0.1439362,-0.03239441,0.9890442
-0.1442108,-0.03294373,0.9889832
-0.14534,-0.04211426,0.9884796
-0.1388092,-0.04490662,0.9892883
-0.1331329,-0.0478363,0.9899292
-0.1243591,-0.04829407,0.9910583
-0.1199188,-0.05813599,0.9910736
-0.1135864,-0.06069946,0.9916687
-0.1135864,-0.06069946,0.9916687
-0.102066,-0.06552124,0.9926147
-0.09988403,-0.06439209,0.9929047
-0.0954895,-0.06771851,0.9931183
-0.08921814,-0.0696106,0.9935608
-0.08940125,-0.07466125,0.9931793
-0.08621216,-0.07719421,0.9932709
-0.09233093,-0.07354736,0.9929962
-0.0941925,-0.07595825,0.9926453
-0.09475708,-0.07974243,0.9922943
-0.08351135,-0.08366394,0.992981
-0.07707214,-0.08634949,0.9932709
-0.07106018,-0.08798218,0.993576
-0.06997681,-0.08851624,0.9936066
-0.06608582,-0.09317017,0.9934387
-0.06291199,-0.09208679,0.9937592
-0.06291199,-0.09208679,0.9937592
-0.05731201,-0.09593201,0.9937286
-0.052948,-0.09925842,0.9936371
-0.05064392,-0.1004333,0.9936523
-0.04660034,-0.1001434,0.993866
-0.04716492,-0.1087646,0.9929352
-0.04496765,-0.1085205,0.9930725
-0.04496765,-0.1085205,0.9930725
-0.03494263,-0.1072845,0.9936066
-0.03468323,-0.1077728,0.9935608
-0.03091431,-0.1062927,0.9938507
-0.03916931,-0.1031952,0.9938812
-0.05813599,-0.1030426,0.9929657
-0.06228638,-0.1044922,0.992569
-0.06163025,-0.1056824,0.9924774
-0.05895996,-0.1063385,0.992569
-0.05819702,-0.1081848,0.9924164
-0.05706787,-0.1095581,0.9923248
-0.05479431,-0.1118469,0.9922028
-0.05134583,-0.1108093,0.9925079
-0.0403595,-0.1086884,0.9932556
-0.009979248,-0.09922791,0.9950104
-0.009979248,-0.09922791,0.9950104
-0.01980591,-0.1132813,0.9933624
-0.03236389,-0.1182709,0.9924469
-0.03405762,-0.1170654,0.9925385
-0.06936646,-0.1210022,0.9902191
-0.09329224,-0.1620483,0.9823456
-0.09396362,-0.1834869,0.9785156
-0.07998657,-0.1885986,0.9787903
-0.08100891,-0.1895905,0.9785004
-0.08100891,-0.1895905,0.9785004
-0.09254456,-0.190979,0.9772186
-0.09701538,-0.1943512,0.97612
-0.07949829,-0.190918,0.9783783
-0.06840515,-0.1889343,0.979599
-0.07063293,-0.188385,0.979538
-0.07286072,-0.1888123,0.9792938
-0.07516479,-0.1892395,0.9790344
-0.07795715,-0.1902618,0.9786224
-0.0749054,-0.1833649,0.9801788
-0.07606506,-0.1889496,0.9790192
-0.08192444,-0.1931458,0.9777374
-0.07991028,-0.2435608,0.9665833
-0.08036804,-0.2683411,0.9599609
-0.08280945,-0.3022919,0.9496002
-0.08221436,-0.298172,0.9509583
-0.08045959,-0.291687,0.9531097
-0.06233215,-0.2831726,0.9570313
-0.04510498,-0.2847595,0.9575195
-0.004348755,-0.2731476,0.9619598
-0.002746582,-0.2747955,0.9614868
-0.008041382,-0.2688751,0.9631348
-0.03173828,-0.2695923,0.9624329
-0.03868103,-0.271286,0.9617157
-0.04376221,-0.2710876,0.9615479
-0.04376221,-0.2710876,0.9615479
-0.03340149,-0.2666168,0.9632111
-0.03462219,-0.2667999,0.9631195
-0.04293823,-0.2662048,0.9629517
-0.04771423,-0.2677307,0.9622955
-0.05595398,-0.2658997,0.9623566
-0.05595398,-0.2658997,0.9623566
-0.05990601,-0.2635193,0.9627838
-0.05990601,-0.2635193,0.9627838
-0.06195068,-0.2590485,0.9638672
-0.06195068,-0.2590485,0.9638672
-0.05961609,-0.2588959,0.9640503
-0.05760193,-0.2570801,0.9646606
-0.06083679,-0.2493744,0.9664917
-0.05377197,-0.2505951,0.9665833
-0.03862,-0.2494354,0.9676056
-0.04042053,-0.2484894,0.9677734
-0.03530884,-0.249939,0.9676056
-0.0353241,-0.2495117,0.9677124
-0.04844666,-0.2485504,0.967392
-0.0718689,-0.2454834,0.9667206
-0.0718689,-0.2454834,0.9667206
-0.1109924,-0.2412262,0.9640961
-0.1109924,-0.2412262,0.9640961
-0.09524536,-0.2448425,0.964859
-0.08068848,-0.2654419,0.9607391
-0.06738281,-0.2673187,0.9612427
-0.05911255,-0.2487946,0.9667358
-0.05989075,-0.2329865,0.9706268
-0.0736084,-0.2311096,0.9701233
-0.0760498,-0.2344055,0.9691467
-0.06610107,-0.2372131,0.9691925
-0.06164551,-0.2395172,0.9689178
-0.06164551,-0.2395172,0.9689178
-0.0605011,-0.2522278,0.9657593
-0.0524292,-0.251358,0.9664612
-0.05479431,-0.2506714,0.966507
-0.05738831,-0.2502747,0.9664612
-0.06385803,-0.2487946,0.9664459
-0.06578064,-0.2480316,0.966507
-0.0406189,-0.2437897,0.9689636
-0.03591919,-0.2422791,0.9695282
-0.02868652,-0.2436218,0.9694366
-0.0324707,-0.243454,0.9693604
-0.03936768,-0.2451172,0.968689
-0.0478363,-0.2398224,0.969635
-0.0586853,-0.2367096,0.9698029
-0.06256104,-0.2348328,0.9700165
-0.06280518,-0.2352753,0.9698944
-0.06402588,-0.2348022,0.9699249
-0.06402588,-0.2348022,0.9699249
-0.06439209,-0.2348328,0.9698944
-0.06468201,-0.2342682,0.9700012
-0.06480408,-0.2348175,0.9698639
-0.06112671,-0.2364502,0.9697113
-0.06027222,-0.2369843,0.969635
0.224823,0.252121,0.9412079
0.2159729,0.2458191,0.944931
0.2015991,0.2403717,0.9495087
0.1721191,0.2410583,0.9551086
0.1569824,0.2481384,0.9559021
0.1261444,0.2446442,0.9613647
0.1251678,0.2409973,0.9624023
0.1212463,0.2473755,0.9612885
0.108551,0.2405396,0.9645386
0.100296,0.2381897,0.9660187
0.1000061,0.2429657,0.964859
0.09182739,0.2394104,0.9665527
0.08987427,0.2406769,0.9664307
0.07469177,0.2218933,0.9721985
0.07769775,0.2200928,0.9723663
0.06166077,0.2193451,0.9736938
0.0541687,0.2044067,0.9773712
0.04493713,0.2047882,0.9777679
0.03849792,0.2014465,0.9787292
0.03849792,0.2014465,0.9787292
0.05371094,0.1647949,0.984848
0.06211853,0.1564026,0.985733
0.0609436,0.16008,0.9852142
0.06349182,0.1249847,0.9901123
0.03062439,0.1774292,0.9836426
0.04124451,0.1767578,0.9833832
0.05924988,0.1789093,0.9820709
0.04566956,0.1855011,0.9815674
0.02557373,0.197525,0.97995
0.007034302,0.1999817,0.9797668
0.003128052,0.1954803,0.9806976
-0.0342865,0.2116852,0.9767303
-0.04380798,0.2080994,0.9771118
-0.0415802,0.205368,0.9777832
-0.05299377,0.1942749,0.9795074
-0.05131531,0.1903839,0.9803619
-0.05409241,0.1873016,0.9808044
-0.05535889,0.1762848,0.9827728
-0.05256653,0.17659,0.9828644
-0.04086304,0.1737061,0.9839325
-0.03038025,0.1659393,0.9856567
-0.02738953,0.1632996,0.9861908
-0.0375061,0.163681,0.9857941
-0.04707336,0.1644287,0.98526
-0.05615234,0.1609955,0.9853516
-0.06085205,0.1625061,0.9848175
-0.07398987,0.1433868,0.9868927
-0.0823822,0.1464691,0.9857635
-0.08465576,0.135437,0.9871521
-0.08076477,0.1338501,0.9877014
-0.0737915,0.1308746,0.9886322
-0.07203674,0.1282196,0.9891205
-0.06533813,0.118576,0.9907837
-0.06117249,0.1106567,0.9919739
-0.05957031,0.1098633,0.992157
-0.04980469,0.1018677,0.9935455
-0.04676819,0.1010284,0.9937744
-0.04524231,0.09698486,0.9942474
-0.04458618,0.09315491,0.9946442
-0.04867554,0.09362793,0.9944153
-0.06240845,0.09567261,0.9934387
-0.07905579,0.08799744,0.9929657
-0.09182739,0.08363342,0.9922485
-0.1052246,0.08784485,0.9905548
-0.1110535,0.08605957,0.9900665
-0.114624,0.07957458,0.9902039
-0.114624,0.07957458,0.9902039
-0.1011505,0.07331848,0.992157
-0.09088135,0.06872559,0.9934845
-0.08584595,0.06919861,0.9938965
-0.0774231,0.0688324,0.9946136
-0.07595825,0.06643677,0.9948883
-0.0749054,0.0657959,0.9950104
-0.0749054,0.0657959,0.9950104
-0.0816803,0.06977844,0.9942017
-0.08831787,0.07249451,0.9934387
-0.090271,0.07215881,0.9932861
-0.09085083,0.07585144,0.9929657
-0.09008789,0.07608032,0.9930115
-0.08979797,0.0753479,0.993103
-0.08940125,0.07128906,0.9934387
-0.08235168,0.0700531,0.9941254
-0.08580017,0.0693512,0.9938812
-0.09040833,0.06871033,0.993515
-0.110611,0.05522156,0.9923248
-0.110611,0.05522156,0.9923248
-0.1175995,0.05543518,0.9915009
-0.1184082,0.05158997,0.9916229
-0.1051636,0.0440979,0.9934692
-0.09204102,0.03927612,0.9949646
-0.07818604,0.03526306,0.9963074
-0.07461548,0.0316925,0.9967041
-0.06520081,0.03211975,0.997345
-0.08345032,0.02514648,0.9961853
-0.08345032,0.02514648,0.9961853
-0.09942627,0.02511597,0.9947205
-0.107666,0.02278137,0.9939117
-0.1000061,0.02786255,0.9945831
-0.1003723,0.02754211,0.9945679
-0.09875488,0.02728271,0.9947357
-0.1018219,0.02558899,0.9944611
-0.1090393,0.02230835,0.9937744
-0.1090393,0.02230835,0.9937744
-0.120636,0.01947021,0.9924927
-0.1188354,0.01855469,0.9927368
-0.122467,0.01837158,0.9922943
-0.1255798,0.01800537,0.9919128
-0.1276855,0.01809692,0.9916382
-0.1277924,0.01792908,0.9916229
-0.1351013,0.01242065,0.9907379
-0.1407776,0.01252747,0.9899597
-0.1454163,0.01327515,0.9892731
-0.1516113,0.01193237,0.9883575
-0.1501617,0.007751465,0.9886169
-0.1439362,0.004592896,0.989563
-0.1450348,-0.001205444,0.9894104
-0.1460724,-0.004119873,0.9892578
-0.158905,-0.001205444,0.9872894
-0.1601715,-0.008178711,0.9870453
-0.1693878,-0.009307861,0.9855042
-0.179657,-0.008010864,0.9836884
-0.1848145,-0.01202393,0.9826965
-0.183136,-0.01104736,0.983017
-0.1804047,-0.01196289,0.9835052
-0.1835785,-0.00869751,0.9829559
-0.186142,-0.00869751,0.9824829
