0.001005964,-0.000100063,9.47E-06,-0.000100063,0.000936747,-0.000106486,9.47E-06,-0.000106486,0.000155528
0.000136492,-5.49E-06,3.06E-06,-5.49E-06,0.000100144,4.81E-06,3.06E-06,4.81E-06,1.49E-05
0.000135762,1.11E-07,2.14E-05,1.11E-07,0.000129474,-1.08E-05,2.14E-05,-1.08E-05,2.17E-05
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
