0.002120104,-4.41E-05,0.000241224,-4.41E-05,0.001065901,-0.000104604,0.000241224,-0.000104604,0.000281008
0.000801935,-3.71E-05,1.46E-05,-3.71E-05,0.000473332,-3.75E-05,1.46E-05,-3.75E-05,0.000102892
0.000937878,-3.57E-05,6.37E-05,-3.57E-05,0.000640308,-0.000106602,6.37E-05,-0.000106602,0.000127281
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
